participantId,condition,phase,trialIndex,targetWord,typedWord,accuracy,reactionTimeMs,typingTimeMs,totalTimeMs,timestamp
p29,visual,control,1,cat,"cat",1,788,562,1350,2026-04-04T16:40:24.390Z
p29,visual,control,2,dog,"dog",1,-151,803,653,2026-04-04T16:40:27.046Z
p29,visual,control,3,run,"run",1,697,834,1531,2026-04-04T16:40:30.581Z
p29,visual,control,4,hat,"hat",1,714,426,1140,2026-04-04T16:40:33.723Z
p29,visual,control,5,sun,"sun",1,631,577,1208,2026-04-04T16:40:36.936Z
p29,visual,experimental,6,cup,"cup",1,794,478,1271,2026-04-04T16:40:40.210Z
p29,visual,experimental,7,red,"red",1,807,444,1251,2026-04-04T16:40:43.463Z
p29,visual,experimental,8,box,"box",1,918,479,1396,2026-04-04T16:40:46.863Z
p29,visual,experimental,9,pen,"pen",1,840,419,1259,2026-04-04T16:40:50.126Z
p29,visual,experimental,10,top,"top",1,1031,481,1512,2026-04-04T16:40:53.641Z
p29,visual,experimental,11,map,"map",1,648,480,1128,2026-04-04T16:40:56.788Z
p29,visual,experimental,12,bed,"bed",1,781,430,1211,2026-04-04T16:41:00.014Z
p29,visual,experimental,13,log,"log",1,862,453,1315,2026-04-04T16:41:03.332Z
p29,visual,experimental,14,fin,"fin",1,912,584,1496,2026-04-04T16:41:06.833Z
p29,visual,experimental,15,jam,"jam",1,794,530,1324,2026-04-04T16:41:10.162Z
p29,visual,experimental,16,net,"net",1,675,377,1051,2026-04-04T16:41:13.217Z
p29,visual,experimental,17,pin,"pin",1,875,556,1431,2026-04-04T16:41:16.656Z
p29,visual,experimental,18,rug,"rug",1,945,514,1459,2026-04-04T16:41:20.118Z
p29,visual,experimental,19,van,"van",1,894,467,1360,2026-04-04T16:41:23.483Z
p29,visual,experimental,20,zip,"zip",1,1042,518,1560,2026-04-04T16:41:27.046Z
