participantId,condition,phase,trialIndex,targetWord,typedWord,accuracy,reactionTimeMs,typingTimeMs,totalTimeMs,timestamp
p29,auditory,control,1,cat,"cat",1,1417,497,1914,2026-04-04T16:38:45.518Z
p29,auditory,control,2,dog,"dog",1,672,1968,2640,2026-04-04T16:38:50.160Z
p29,auditory,control,3,run,"run",1,1460,617,2076,2026-04-04T16:38:54.238Z
p29,auditory,control,4,hat,"hat",1,985,556,1542,2026-04-04T16:38:57.783Z
p29,auditory,control,5,sun,"sun",1,1151,882,2032,2026-04-04T16:39:01.819Z
p29,auditory,experimental,6,cup,"cup",1,1244,854,2098,2026-04-04T16:39:05.929Z
p29,auditory,experimental,7,red,"ran",0,1276,574,1849,2026-04-04T16:39:09.782Z
p29,auditory,experimental,8,box,"bo",0,1283,578,1861,2026-04-04T16:39:13.657Z
p29,auditory,experimental,9,pen,"pen",1,1048,502,1550,2026-04-04T16:39:17.235Z
p29,auditory,experimental,10,top,"top",1,925,554,1479,2026-04-04T16:39:20.717Z
p29,auditory,experimental,11,map,"map",1,926,402,1328,2026-04-04T16:39:24.047Z
p29,auditory,experimental,12,bed,"bed",1,1361,348,1709,2026-04-04T16:39:27.760Z
p29,auditory,experimental,13,log,"log",1,1142,415,1557,2026-04-04T16:39:31.320Z
p29,auditory,experimental,14,fin,"bin",0,2444,471,2915,2026-04-04T16:39:36.237Z
p29,auditory,experimental,15,jam,"jam",1,1383,613,1996,2026-04-04T16:39:40.237Z
p29,auditory,experimental,16,net,"net",1,1206,310,1516,2026-04-04T16:39:43.759Z
p29,auditory,experimental,17,pin,"pin",1,1993,515,2508,2026-04-04T16:39:48.270Z
p29,auditory,experimental,18,rug,"rug",1,1871,359,2230,2026-04-04T16:39:52.504Z
p29,auditory,experimental,19,van,"bag",0,2517,376,2893,2026-04-04T16:39:57.400Z
p29,auditory,experimental,20,zip,"zip",1,989,782,1772,2026-04-04T16:40:01.175Z
