participantId,condition,phase,trialIndex,targetWord,typedWord,accuracy,reactionTimeMs,typingTimeMs,totalTimeMs,timestamp
p23,auditory,control,1,cat,"cat",1,1311,464,1775,2026-04-02T21:00:35.321Z
p23,auditory,control,2,dog,"dog",1,957,3041,3997,2026-04-02T21:00:41.328Z
p23,auditory,control,3,run,"run",1,1036,305,1340,2026-04-02T21:00:44.681Z
p23,auditory,control,4,hat,"hat",1,2090,321,2411,2026-04-02T21:00:49.102Z
p23,auditory,control,5,sun,"sun",1,1148,668,1816,2026-04-02T21:00:52.931Z
p23,auditory,experimental,6,cup,"cup",1,2050,349,2399,2026-04-02T21:00:57.340Z
p23,auditory,experimental,7,red,"red",1,1823,339,2162,2026-04-02T21:01:01.518Z
p23,auditory,experimental,8,box,"box",1,1728,281,2009,2026-04-02T21:01:05.540Z
p23,auditory,experimental,9,pen,"pen",1,1226,353,1579,2026-04-02T21:01:09.126Z
p23,auditory,experimental,10,top,"top",1,1442,284,1726,2026-04-02T21:01:12.864Z
p23,auditory,experimental,11,map,"map",1,1661,1486,3147,2026-04-02T21:01:18.020Z
p23,auditory,experimental,12,bed,"bed",1,1662,2292,3953,2026-04-02T21:01:23.984Z
p23,auditory,experimental,13,log,"log",1,1838,1252,3091,2026-04-02T21:01:29.095Z
p23,auditory,experimental,14,fin,"bin",0,1726,285,2011,2026-04-02T21:01:33.115Z
p23,auditory,experimental,15,jam,"jam",1,974,433,1407,2026-04-02T21:01:36.540Z
p23,auditory,experimental,16,net,"net",1,1097,643,1740,2026-04-02T21:01:40.294Z
p23,auditory,experimental,17,pin,"pin",1,764,438,1203,2026-04-02T21:01:43.507Z
p23,auditory,experimental,18,rug,"rug",1,1207,282,1488,2026-04-02T21:01:47.009Z
p23,auditory,experimental,19,van,"van",1,1146,368,1514,2026-04-02T21:01:50.539Z
p23,auditory,experimental,20,zip,"zip",1,685,287,972,2026-04-02T21:01:53.526Z
