participantId,condition,phase,trialIndex,targetWord,typedWord,accuracy,reactionTimeMs,typingTimeMs,totalTimeMs,timestamp
p15,visual,control,1,cat,"cat",1,1238,308,1545,2026-04-02T17:18:24.997Z
p15,visual,control,2,dog,"dog",1,799,280,1079,2026-04-02T17:18:28.091Z
p15,visual,control,3,run,"run",1,574,329,903,2026-04-02T17:18:31.002Z
p15,visual,control,4,hat,"hat",1,612,315,927,2026-04-02T17:18:33.938Z
p15,visual,control,5,sun,"sun",1,570,303,873,2026-04-02T17:18:36.831Z
p15,visual,experimental,6,cup,"cup",1,631,387,1018,2026-04-02T17:18:39.860Z
p15,visual,experimental,7,red,"red",1,624,320,944,2026-04-02T17:18:42.812Z
p15,visual,experimental,8,box,"box",1,626,366,991,2026-04-02T17:18:45.812Z
p15,visual,experimental,9,pen,"pen",1,567,349,915,2026-04-02T17:18:48.740Z
p15,visual,experimental,10,top,"top",1,568,330,898,2026-04-02T17:18:51.647Z
p15,visual,experimental,11,map,"map",1,590,603,1193,2026-04-02T17:18:54.851Z
p15,visual,experimental,12,bed,"bed",1,744,298,1042,2026-04-02T17:18:57.911Z
p15,visual,experimental,13,log,"log",1,615,376,992,2026-04-02T17:19:00.919Z
p15,visual,experimental,14,fin,"fin",1,787,281,1068,2026-04-02T17:19:04.000Z
p15,visual,experimental,15,jam,"jam",1,746,392,1138,2026-04-02T17:19:07.148Z
p15,visual,experimental,16,net,"net",1,576,341,917,2026-04-02T17:19:10.074Z
p15,visual,experimental,17,pin,"pin",1,554,394,948,2026-04-02T17:19:13.030Z
p15,visual,experimental,18,rug,"rug",1,639,1019,1658,2026-04-02T17:19:16.697Z
p15,visual,experimental,19,van,"van",1,985,285,1270,2026-04-02T17:19:19.975Z
p15,visual,experimental,20,zip,"zip",1,684,443,1127,2026-04-02T17:19:23.120Z
