participantId,condition,phase,trialIndex,targetWord,typedWord,accuracy,reactionTimeMs,typingTimeMs,totalTimeMs,timestamp
p07,visual,control,1,cat,"cat",1,875,581,1456,2026-03-26T17:38:12.209Z
p07,visual,control,2,dog,"dog",1,750,376,1127,2026-03-26T17:38:15.346Z
p07,visual,control,3,run,"run",1,814,904,1718,2026-03-26T17:38:19.076Z
p07,visual,control,4,hat,"hat",1,695,397,1092,2026-03-26T17:38:22.172Z
p07,visual,control,5,sun,"sun",1,675,535,1210,2026-03-26T17:38:25.395Z
p07,visual,experimental,6,cup,"cup",1,826,2198,3024,2026-03-26T17:38:30.435Z
p07,visual,experimental,7,red,"red",1,696,605,1300,2026-03-26T17:38:33.739Z
p07,visual,experimental,8,box,"box",1,783,423,1206,2026-03-26T17:38:36.955Z
p07,visual,experimental,9,pen,"pen",1,757,397,1154,2026-03-26T17:38:40.115Z
p07,visual,experimental,10,top,"top",1,722,378,1099,2026-03-26T17:38:43.221Z
p07,visual,experimental,11,map,"map",1,681,465,1146,2026-03-26T17:38:46.371Z
p07,visual,experimental,12,bed,"bed",1,637,363,1001,2026-03-26T17:38:49.387Z
p07,visual,experimental,13,log,"log",1,676,392,1068,2026-03-26T17:38:52.468Z
p07,visual,experimental,14,fin,"fin",1,732,748,1479,2026-03-26T17:38:55.953Z
p07,visual,experimental,15,jam,"jam",1,759,427,1186,2026-03-26T17:38:59.147Z
p07,visual,experimental,16,net,"net",1,618,336,955,2026-03-26T17:39:02.126Z
p07,visual,experimental,17,pin,"pin",1,684,568,1252,2026-03-26T17:39:05.389Z
p07,visual,experimental,18,rug,"rug",1,747,338,1085,2026-03-26T17:39:08.481Z
p07,visual,experimental,19,van,"van",1,740,873,1613,2026-03-26T17:39:12.114Z
p07,visual,experimental,20,zip,"zio",0,732,371,1104,2026-03-26T17:39:15.234Z
