participantId,condition,phase,trialIndex,targetWord,typedWord,accuracy,reactionTimeMs,typingTimeMs,totalTimeMs,timestamp
p21,visual,control,1,cat,"xat",0,630,383,1013,2026-04-02T19:52:05.326Z
p21,visual,control,2,dog,"dog",1,569,256,826,2026-04-02T19:52:08.163Z
p21,visual,control,3,run,"run",1,585,520,1105,2026-04-02T19:52:11.275Z
p21,visual,control,4,hat,"hat",1,648,260,907,2026-04-02T19:52:14.190Z
p21,visual,control,5,sun,"sun",1,565,244,809,2026-04-02T19:52:17.016Z
p21,visual,experimental,6,cup,"cup",1,844,297,1140,2026-04-02T19:52:20.172Z
p21,visual,experimental,7,red,"red",1,631,297,928,2026-04-02T19:52:23.105Z
p21,visual,experimental,8,box,"box",1,604,209,813,2026-04-02T19:52:25.924Z
p21,visual,experimental,9,pen,"pen",1,586,236,822,2026-04-02T19:52:28.757Z
p21,visual,experimental,10,top,"top",1,587,272,859,2026-04-02T19:52:31.628Z
p21,visual,experimental,11,map,"map",1,523,255,777,2026-04-02T19:52:34.421Z
p21,visual,experimental,12,bed,"bed",1,580,241,821,2026-04-02T19:52:37.259Z
p21,visual,experimental,13,log,"log",1,633,300,933,2026-04-02T19:52:40.206Z
p21,visual,experimental,14,fin,"fin",1,604,221,825,2026-04-02T19:52:43.034Z
p21,visual,experimental,15,jam,"janm",0,565,509,1075,2026-04-02T19:52:46.126Z
p21,visual,experimental,16,net,"net",1,547,230,777,2026-04-02T19:52:48.914Z
p21,visual,experimental,17,pin,"pin",1,565,1668,2233,2026-04-02T19:52:53.168Z
p21,visual,experimental,18,rug,"rug",1,957,355,1312,2026-04-02T19:52:56.486Z
p21,visual,experimental,19,van,"van",1,643,281,924,2026-04-02T19:52:59.423Z
p21,visual,experimental,20,zip,"zip",1,692,281,973,2026-04-02T19:53:02.408Z
