participantId,condition,phase,trialIndex,targetWord,typedWord,accuracy,reactionTimeMs,typingTimeMs,totalTimeMs,timestamp
p20,auditory,control,1,cat,"cat",1,2087,840,2927,2026-04-02T19:50:08.542Z
p20,auditory,control,2,dog,"dog",1,1269,259,1528,2026-04-02T19:50:12.080Z
p20,auditory,control,3,run,"run",1,1022,381,1404,2026-04-02T19:50:15.498Z
p20,auditory,control,4,hat,"pet",0,1440,630,2071,2026-04-02T19:50:19.581Z
p20,auditory,control,5,sun,"sun",1,1058,860,1917,2026-04-02T19:50:23.502Z
p20,auditory,experimental,6,cup,"cup",1,1950,1435,3386,2026-04-02T19:50:28.895Z
p20,auditory,experimental,7,red,"red",1,1021,299,1320,2026-04-02T19:50:32.231Z
p20,auditory,experimental,8,box,"box",1,1002,833,1835,2026-04-02T19:50:36.078Z
p20,auditory,experimental,9,pen,"pen",1,1744,305,2048,2026-04-02T19:50:40.140Z
p20,auditory,experimental,10,top,"top",1,1026,347,1373,2026-04-02T19:50:43.523Z
p20,auditory,experimental,11,map,"map",1,932,296,1228,2026-04-02T19:50:46.761Z
p20,auditory,experimental,12,bed,"bed",1,1267,2751,4018,2026-04-02T19:50:52.798Z
p20,auditory,experimental,13,log,"lung",0,1525,760,2285,2026-04-02T19:50:57.089Z
p20,auditory,experimental,14,fin,"fin",1,1544,238,1782,2026-04-02T19:51:00.881Z
p20,auditory,experimental,15,jam,"jam",1,1039,257,1296,2026-04-02T19:51:04.187Z
p20,auditory,experimental,16,net,"net",1,1379,377,1755,2026-04-02T19:51:07.956Z
p20,auditory,experimental,17,pin,"pin",1,2057,312,2369,2026-04-02T19:51:12.332Z
p20,auditory,experimental,18,rug,"rug",1,1346,385,1731,2026-04-02T19:51:16.070Z
p20,auditory,experimental,19,van,"van",1,1161,1173,2334,2026-04-02T19:51:20.413Z
p20,auditory,experimental,20,zip,"zip",1,1303,2691,3993,2026-04-02T19:51:26.416Z
