participantId,condition,phase,trialIndex,targetWord,typedWord,accuracy,reactionTimeMs,typingTimeMs,totalTimeMs,timestamp,baselineTypingSpeedMs,logReactionTime
p18,visual,experimental,9,pen,pen,1,698,432,1129,2026-04-02T18:28:40.305Z,399.7,6.548219102762372
p18,visual,experimental,10,top,top,1,803,814,1617,2026-04-02T18:28:43.934Z,399.7,6.688354713946762
p18,visual,experimental,11,map,map,1,682,405,1086,2026-04-02T18:28:47.028Z,399.7,6.525029657843462
p18,visual,experimental,12,bed,bed,1,738,405,1142,2026-04-02T18:28:50.193Z,399.7,6.6039438246004725
p18,visual,experimental,13,log,log,1,669,405,1074,2026-04-02T18:28:53.291Z,399.7,6.505784060128229
p18,visual,experimental,14,fin,fin,1,754,351,1105,2026-04-02T18:28:56.413Z,399.7,6.625392368007956
p18,visual,experimental,15,jam,jam,1,662,375,1037,2026-04-02T18:28:59.458Z,399.7,6.495265555937008
p18,visual,experimental,16,net,net,1,704,365,1068,2026-04-02T18:29:02.543Z,399.7,6.556778356158042
p18,visual,experimental,17,pin,pin,1,684,426,1110,2026-04-02T18:29:05.671Z,399.7,6.52795791762255
p18,visual,experimental,18,rug,rug,1,708,782,1489,2026-04-02T18:29:09.174Z,399.7,6.56244409369372
p18,visual,experimental,19,van,van,1,798,348,1147,2026-04-02T18:29:12.325Z,399.7,6.682108597449809
p18,visual,experimental,20,zip,zip,1,1350,497,1847,2026-04-02T18:29:16.183Z,399.7,7.2078598714324755
p20,visual,experimental,6,cup,cup,1,695,249,944,2026-04-02T19:41:43.147Z,391.73333333333335,6.543911845564792
p20,visual,experimental,7,red,red,1,664,267,931,2026-04-02T19:41:46.093Z,391.73333333333335,6.498282149476434
p20,visual,experimental,8,box,box,1,847,310,1157,2026-04-02T19:41:49.258Z,391.73333333333335,6.741700694652055
p20,visual,experimental,9,pen,pen,1,663,358,1021,2026-04-02T19:41:52.289Z,391.73333333333335,6.496774990185863
p20,visual,experimental,10,top,top,1,641,236,877,2026-04-02T19:41:55.177Z,391.73333333333335,6.46302945692067
p20,visual,experimental,11,map,map,1,725,280,1005,2026-04-02T19:41:58.189Z,391.73333333333335,6.586171654854675
p20,visual,experimental,12,bed,bed,1,723,315,1038,2026-04-02T19:42:01.233Z,391.73333333333335,6.583409222158765
p20,visual,experimental,13,log,log,1,717,318,1035,2026-04-02T19:42:04.277Z,391.73333333333335,6.57507584059962
p20,visual,experimental,14,fin,fin,1,728,427,1155,2026-04-02T19:42:07.446Z,391.73333333333335,6.590301048196686
p20,visual,experimental,15,jam,jam,1,762,326,1088,2026-04-02T19:42:10.545Z,391.73333333333335,6.635946555686647
p20,visual,experimental,16,net,net,1,602,223,825,2026-04-02T19:42:13.383Z,391.73333333333335,6.400257445308821
p20,visual,experimental,17,pin,pin,1,667,326,992,2026-04-02T19:42:16.390Z,391.73333333333335,6.502790045915623
p20,visual,experimental,18,rug,rug,1,583,393,975,2026-04-02T19:42:19.387Z,391.73333333333335,6.368187186350492
p20,visual,experimental,19,van,van,1,764,283,1047,2026-04-02T19:42:22.446Z,391.73333333333335,6.638567789166521
