participantId,condition,phase,trialIndex,targetWord,typedWord,accuracy,reactionTimeMs,typingTimeMs,totalTimeMs,timestamp
p12,auditory,control,1,cat,"cat",1,1473,596,2069,2026-04-01T22:13:01.405Z
p12,auditory,control,2,dog,"dog",1,836,411,1247,2026-04-01T22:13:04.661Z
p12,auditory,control,3,run,"run",1,1104,363,1467,2026-04-01T22:13:08.145Z
p12,auditory,control,4,hat,"hat",1,993,535,1527,2026-04-01T22:13:11.680Z
p12,auditory,control,5,sun,"sun",1,1068,370,1437,2026-04-01T22:13:15.139Z
p12,auditory,experimental,6,cup,"cup",1,1235,478,1713,2026-04-01T22:13:18.865Z
p12,auditory,experimental,7,red,"red",1,963,389,1352,2026-04-01T22:13:22.225Z
p12,auditory,experimental,8,box,"box",1,1197,418,1615,2026-04-01T22:13:25.849Z
p12,auditory,experimental,9,pen,"pen",1,3061,937,3997,2026-04-01T22:13:31.857Z
p12,auditory,experimental,10,top,"top",1,1887,407,2294,2026-04-01T22:13:36.170Z
p12,auditory,experimental,11,map,"map",1,3054,876,3931,2026-04-01T22:13:42.112Z
p12,auditory,experimental,12,bed,"bed",1,2023,394,2418,2026-04-01T22:13:46.551Z
p12,auditory,experimental,13,log,"log",1,1521,410,1931,2026-04-01T22:13:50.495Z
p12,auditory,experimental,14,fin,"fin",1,1686,1300,2986,2026-04-01T22:13:55.494Z
p12,auditory,experimental,15,jam,"jam",1,1103,481,1585,2026-04-01T22:13:59.092Z
p12,auditory,experimental,16,net,"net",1,1255,716,1972,2026-04-01T22:14:03.077Z
p12,auditory,experimental,17,pin,"pin",1,1179,559,1738,2026-04-01T22:14:06.824Z
p12,auditory,experimental,18,rug,"rug",1,1989,377,2366,2026-04-01T22:14:11.198Z
p12,auditory,experimental,19,van,"van",1,1415,919,2334,2026-04-01T22:14:15.538Z
p12,auditory,experimental,20,zip,"zip",1,2857,482,3340,2026-04-01T22:14:20.888Z
