participantId,condition,phase,trialIndex,targetWord,typedWord,accuracy,reactionTimeMs,typingTimeMs,totalTimeMs,timestamp
p05,auditory,control,1,cat,"cat",1,2214,696,2910,2026-03-25T16:28:27.389Z
p05,auditory,control,2,dog,"dog",1,2325,790,3115,2026-03-25T16:28:32.517Z
p05,auditory,control,3,run,"run",1,1580,565,2144,2026-03-25T16:28:36.671Z
p05,auditory,control,4,hat,"hat",1,1495,3691,5186,2026-03-25T16:28:43.863Z
p05,auditory,control,5,sun,"sun",1,1632,1981,3612,2026-03-25T16:28:49.484Z
p05,auditory,experimental,6,cup,"cup",1,1641,910,2551,2026-03-25T16:28:54.052Z
p05,auditory,experimental,7,red,"red",1,1570,865,2435,2026-03-25T16:28:58.503Z
p05,auditory,experimental,8,box,"box",1,1642,775,2417,2026-03-25T16:29:02.935Z
p05,auditory,experimental,9,pen,"pen",1,1658,513,2171,2026-03-25T16:29:07.122Z
p05,auditory,experimental,10,top,"top",1,1617,818,2435,2026-03-25T16:29:11.577Z
p05,auditory,experimental,11,map,"map",1,1379,554,1933,2026-03-25T16:29:15.532Z
p05,auditory,experimental,12,bed,"bad",0,1983,1031,3013,2026-03-25T16:29:20.563Z
p05,auditory,experimental,13,log,"log",1,1425,605,2030,2026-03-25T16:29:24.604Z
p05,auditory,experimental,14,fin,"fin",1,2516,628,3144,2026-03-25T16:29:29.768Z
p05,auditory,experimental,15,jam,"jam",1,1257,678,1935,2026-03-25T16:29:33.712Z
p05,auditory,experimental,16,net,"net",1,1591,589,2181,2026-03-25T16:29:37.904Z
p05,auditory,experimental,17,pin,"pin",1,2178,1247,3425,2026-03-25T16:29:43.349Z
p05,auditory,experimental,18,rug,"rug",1,2317,397,2714,2026-03-25T16:29:48.069Z
p05,auditory,experimental,19,van,"van",1,2413,501,2914,2026-03-25T16:29:52.988Z
p05,auditory,experimental,20,zip,"zip",1,939,931,1870,2026-03-25T16:29:56.867Z
