participantId,condition,phase,trialIndex,targetWord,typedWord,accuracy,reactionTimeMs,typingTimeMs,totalTimeMs,timestamp
p30,visual,control,1,cat,"cat",1,1587,356,1943,2026-04-04T16:44:19.737Z
p30,visual,control,2,dog,"dog",1,-123,391,267,2026-04-04T16:44:22.008Z
p30,visual,control,3,run,"run",1,655,443,1098,2026-04-04T16:44:25.117Z
p30,visual,control,4,hat,"hat",1,677,261,938,2026-04-04T16:44:28.059Z
p30,visual,control,5,sun,"sun",1,638,439,1077,2026-04-04T16:44:31.155Z
p30,visual,experimental,6,cup,"cup",1,690,467,1157,2026-04-04T16:44:34.315Z
p30,visual,experimental,7,red,"red",1,624,401,1024,2026-04-04T16:44:37.343Z
p30,visual,experimental,8,box,"bpox",0,650,487,1137,2026-04-04T16:44:40.488Z
p30,visual,experimental,9,pen,"pen",1,662,439,1101,2026-04-04T16:44:43.605Z
p30,visual,experimental,10,top,"top",1,709,441,1150,2026-04-04T16:44:46.759Z
p30,visual,experimental,11,map,"map",1,622,348,970,2026-04-04T16:44:49.732Z
p30,visual,experimental,12,bed,"bed",1,756,362,1118,2026-04-04T16:44:52.855Z
p30,visual,experimental,13,log,"lg",0,657,526,1183,2026-04-04T16:44:56.057Z
p30,visual,experimental,14,fin,"fiin",0,930,672,1602,2026-04-04T16:44:59.662Z
p30,visual,experimental,15,jam,"jam",1,734,415,1149,2026-04-04T16:45:02.816Z
p30,visual,experimental,16,net,"net",1,674,293,967,2026-04-04T16:45:05.792Z
p30,visual,experimental,17,pin,"pin",1,727,533,1260,2026-04-04T16:45:09.056Z
p30,visual,experimental,18,rug,"rug",1,724,449,1173,2026-04-04T16:45:12.233Z
p30,visual,experimental,19,van,"van",1,706,398,1105,2026-04-04T16:45:15.342Z
p30,visual,experimental,20,zip,"zip",1,860,340,1200,2026-04-04T16:45:18.551Z
