participantId,condition,phase,trialIndex,targetWord,typedWord,accuracy,reactionTimeMs,typingTimeMs,totalTimeMs,timestamp
p19,visual,control,1,cat,"cat",1,928,370,1298,2026-04-02T18:40:36.846Z
p19,visual,control,2,dog,"dog",1,571,302,873,2026-04-02T18:40:39.729Z
p19,visual,control,3,run,"run",1,525,292,817,2026-04-02T18:40:42.565Z
p19,visual,control,4,hat,"hat'",0,562,360,922,2026-04-02T18:40:45.494Z
p19,visual,control,5,sun,"sun",1,559,240,799,2026-04-02T18:40:48.304Z
p19,visual,experimental,6,cup,"cup",1,554,303,857,2026-04-02T18:40:51.170Z
p19,visual,experimental,7,red,"re",0,561,270,831,2026-04-02T18:40:54.020Z
p19,visual,experimental,8,box,"box",1,599,278,877,2026-04-02T18:40:56.906Z
p19,visual,experimental,9,pen,"pen",1,556,286,842,2026-04-02T18:40:59.770Z
p19,visual,experimental,10,top,"topp",0,532,321,853,2026-04-02T18:41:02.632Z
p19,visual,experimental,11,map,"map",1,587,273,860,2026-04-02T18:41:05.506Z
p19,visual,experimental,12,bed,"bed",1,605,247,852,2026-04-02T18:41:08.374Z
p19,visual,experimental,13,log,"lgo",0,588,286,874,2026-04-02T18:41:11.261Z
p19,visual,experimental,14,fin,"fin",1,564,723,1287,2026-04-02T18:41:14.557Z
p19,visual,experimental,15,jam,"jam",1,613,689,1302,2026-04-02T18:41:17.867Z
p19,visual,experimental,16,net,"net",1,564,406,969,2026-04-02T18:41:20.848Z
p19,visual,experimental,17,pin,"pin",1,695,1069,1764,2026-04-02T18:41:24.625Z
p19,visual,experimental,18,rug,"rug",1,570,661,1231,2026-04-02T18:41:27.869Z
p19,visual,experimental,19,van,"van",1,691,927,1618,2026-04-02T18:41:31.495Z
p19,visual,experimental,20,zip,"zip",1,712,261,974,2026-04-02T18:41:34.483Z
