participantId,condition,phase,trialIndex,targetWord,typedWord,accuracy,reactionTimeMs,typingTimeMs,totalTimeMs,timestamp
p16,auditory,control,1,cat,"cat",1,1498,684,2182,2026-04-02T17:49:48.629Z
p16,auditory,control,2,dog,"dog",1,799,369,1168,2026-04-02T17:49:51.807Z
p16,auditory,control,3,run,"run",1,1044,466,1510,2026-04-02T17:49:55.321Z
p16,auditory,control,4,hat,"hat",1,1332,292,1624,2026-04-02T17:49:58.949Z
p16,auditory,control,5,sun,"sun",1,1163,434,1597,2026-04-02T17:50:02.558Z
p16,auditory,experimental,6,cup,"cup",1,1010,410,1420,2026-04-02T17:50:05.983Z
p16,auditory,experimental,7,red,"red",1,1105,308,1413,2026-04-02T17:50:09.401Z
p16,auditory,experimental,8,box,"box",1,1272,699,1971,2026-04-02T17:50:13.375Z
p16,auditory,experimental,9,pen,"pen",1,1462,665,2127,2026-04-02T17:50:17.505Z
p16,auditory,experimental,10,top,"top",1,1235,363,1598,2026-04-02T17:50:21.106Z
p16,auditory,experimental,11,map,"map",1,1186,408,1594,2026-04-02T17:50:24.704Z
p16,auditory,experimental,12,bed,"van",0,1173,696,1870,2026-04-02T17:50:28.584Z
p16,auditory,experimental,13,log,"log",1,1150,355,1505,2026-04-02T17:50:32.094Z
p16,auditory,experimental,14,fin,"bin",0,1391,1141,2533,2026-04-02T17:50:36.631Z
p16,auditory,experimental,15,jam,"jam",1,2861,408,3269,2026-04-02T17:50:41.904Z
p16,auditory,experimental,16,net,"net",1,1371,325,1696,2026-04-02T17:50:45.603Z
p16,auditory,experimental,17,pin,"pin",1,4051,455,4506,2026-04-02T17:50:52.114Z
p16,auditory,experimental,18,rug,"rug",1,1089,403,1491,2026-04-02T17:50:55.608Z
p16,auditory,experimental,19,van,"bed",0,1343,414,1757,2026-04-02T17:50:59.372Z
p16,auditory,experimental,20,zip,"zip",1,1273,360,1634,2026-04-02T17:51:03.010Z
