participantId,condition,phase,trialIndex,targetWord,typedWord,accuracy,reactionTimeMs,typingTimeMs,totalTimeMs,timestamp
p02,auditory,control,1,cat,"cat",1,6001,469,6469,2026-03-25T14:02:55.837Z
p02,auditory,control,2,dog,"dog",1,1094,366,1460,2026-03-25T14:02:59.303Z
p02,auditory,control,3,run,"rug",0,1234,337,1571,2026-03-25T14:03:02.883Z
p02,auditory,control,4,hat,"hat",1,1171,283,1454,2026-03-25T14:03:06.347Z
p02,auditory,control,5,sun,"sun",1,1158,351,1508,2026-03-25T14:03:09.865Z
p02,auditory,experimental,6,cup,"cup",1,1438,346,1784,2026-03-25T14:03:13.659Z
p02,auditory,experimental,7,red,"red",1,1062,316,1379,2026-03-25T14:03:17.047Z
p02,auditory,experimental,8,box,"boxx",0,1190,579,1769,2026-03-25T14:03:20.826Z
p02,auditory,experimental,9,pen,"pen",1,1202,303,1505,2026-03-25T14:03:24.339Z
p02,auditory,experimental,10,top,"tug",0,1230,440,1670,2026-03-25T14:03:28.022Z
p02,auditory,experimental,11,map,"map",1,1230,355,1585,2026-03-25T14:03:31.620Z
p02,auditory,experimental,12,bed,"bed",1,1179,221,1400,2026-03-25T14:03:35.033Z
p02,auditory,experimental,13,log,"log",1,1110,308,1417,2026-03-25T14:03:38.462Z
p02,auditory,experimental,14,fin,"fin",1,1375,231,1606,2026-03-25T14:03:42.079Z
p02,auditory,experimental,15,jam,"jam",1,1286,287,1573,2026-03-25T14:03:45.664Z
p02,auditory,experimental,16,net,"net",1,1128,248,1376,2026-03-25T14:03:49.051Z
p02,auditory,experimental,17,pin,"pin",1,1184,316,1500,2026-03-25T14:03:52.568Z
p02,auditory,experimental,18,rug,"rug",1,1179,269,1448,2026-03-25T14:03:56.026Z
p02,auditory,experimental,19,van,"van",1,1290,241,1531,2026-03-25T14:03:59.562Z
p02,auditory,experimental,20,zip,"zip",1,1407,380,1786,2026-03-25T14:04:03.361Z
