participantId,condition,phase,trialIndex,targetWord,typedWord,accuracy,reactionTimeMs,typingTimeMs,totalTimeMs,timestamp
p02,auditory,control,1,cat,"cat",1,11312,593,11905,2026-03-25T02:32:37.081Z
p02,auditory,control,2,dog,"dog",1,1062,452,1513,2026-03-25T02:32:40.604Z
p02,auditory,control,3,run,"rug",0,1306,876,2181,2026-03-25T02:32:44.800Z
p02,auditory,control,4,hat,"hat",1,1267,295,1563,2026-03-25T02:32:48.371Z
p02,auditory,control,5,sun,"sun",1,1120,388,1508,2026-03-25T02:32:51.897Z
p02,auditory,experimental,6,cup,"cup",1,1219,426,1645,2026-03-25T02:32:55.552Z
p02,auditory,experimental,7,red,"red",1,1318,308,1626,2026-03-25T02:32:59.187Z
p02,auditory,experimental,8,box,"box",1,1202,349,1551,2026-03-25T02:33:02.749Z
p02,auditory,experimental,9,pen,"pen",1,1644,152,1796,2026-03-25T02:33:06.552Z
p02,auditory,experimental,10,top,"top",1,1209,1066,2275,2026-03-25T02:33:10.839Z
p02,auditory,experimental,11,map,"map",1,1160,881,2042,2026-03-25T02:33:14.890Z
p02,auditory,experimental,12,bed,"bed",1,1216,276,1492,2026-03-25T02:33:18.387Z
p02,auditory,experimental,13,log,"log",1,1134,342,1476,2026-03-25T02:33:21.873Z
p02,auditory,experimental,14,fin,"fin",1,1272,286,1558,2026-03-25T02:33:25.438Z
p02,auditory,experimental,15,jam,"jam",1,1195,285,1480,2026-03-25T02:33:28.922Z
p02,auditory,experimental,16,net,"net",1,1089,621,1710,2026-03-25T02:33:32.640Z
p02,auditory,experimental,17,pin,"pin",1,1442,371,1813,2026-03-25T02:33:36.457Z
p02,auditory,experimental,18,rug,"rug",1,1116,406,1522,2026-03-25T02:33:40.001Z
p02,auditory,experimental,19,van,"van",1,1200,1905,3104,2026-03-25T02:33:45.116Z
p02,auditory,experimental,20,zip,"zip",1,1278,847,2125,2026-03-25T02:33:49.253Z
