participantId,condition,phase,trialIndex,targetWord,typedWord,accuracy,reactionTimeMs,typingTimeMs,totalTimeMs,timestamp
p11,visual,control,1,cat,"cat",1,789,357,1147,2026-03-26T23:46:29.744Z
p11,visual,control,2,dog,"dog",1,647,377,1024,2026-03-26T23:46:32.785Z
p11,visual,control,3,run,"run",1,575,456,1031,2026-03-26T23:46:35.830Z
p11,visual,control,4,hat,"hat",1,622,696,1318,2026-03-26T23:46:39.158Z
p11,visual,control,5,sun,"sun",1,479,352,832,2026-03-26T23:46:41.999Z
p11,visual,experimental,6,cup,"cup",1,671,518,1188,2026-03-26T23:46:45.202Z
p11,visual,experimental,7,red,"red",1,655,390,1045,2026-03-26T23:46:48.259Z
p11,visual,experimental,8,box,"box",1,826,414,1239,2026-03-26T23:46:51.507Z
p11,visual,experimental,9,pen,"pen",1,617,911,1528,2026-03-26T23:46:55.050Z
p11,visual,experimental,10,top,"top",1,560,416,975,2026-03-26T23:46:58.039Z
p11,visual,experimental,11,map,"map",1,633,1064,1697,2026-03-26T23:47:01.744Z
p11,visual,experimental,12,bed,"bed",1,667,315,982,2026-03-26T23:47:04.737Z
p11,visual,experimental,13,log,"log",1,712,558,1270,2026-03-26T23:47:08.016Z
p11,visual,experimental,14,fin,"fin",1,659,335,994,2026-03-26T23:47:11.019Z
p11,visual,experimental,15,jam,"jam",1,716,308,1024,2026-03-26T23:47:14.053Z
p11,visual,experimental,16,net,"ney",0,502,267,769,2026-03-26T23:47:16.840Z
p11,visual,experimental,17,pin,"pin",1,562,419,980,2026-03-26T23:47:19.826Z
p11,visual,experimental,18,rug,"rug",1,568,1328,1896,2026-03-26T23:47:23.736Z
p11,visual,experimental,19,van,"van",1,676,1805,2481,2026-03-26T23:47:28.235Z
p11,visual,experimental,20,zip,"zip",1,762,725,1486,2026-03-26T23:47:31.741Z
