participantId,condition,phase,trialIndex,targetWord,typedWord,accuracy,reactionTimeMs,typingTimeMs,totalTimeMs,timestamp
p27,auditory,control,1,cat,"cat",1,1461,467,1928,2026-04-03T04:34:17.003Z
p27,auditory,control,2,dog,"dog",1,898,392,1289,2026-04-03T04:34:20.314Z
p27,auditory,control,3,run,"run",1,963,452,1415,2026-04-03T04:34:23.739Z
p27,auditory,control,4,hat,"hat",1,1226,1177,2404,2026-04-03T04:34:28.153Z
p27,auditory,control,5,sun,"sun",1,1021,1343,2364,2026-04-03T04:34:32.529Z
p27,auditory,experimental,6,cup,"cup",1,1410,2754,4164,2026-04-03T04:34:38.708Z
p27,auditory,experimental,7,red,"red",1,1550,1141,2691,2026-04-03T04:34:43.404Z
p27,auditory,experimental,8,box,"box",1,1288,528,1816,2026-04-03T04:34:47.230Z
p27,auditory,experimental,9,pen,"pen",1,1093,621,1714,2026-04-03T04:34:50.952Z
p27,auditory,experimental,10,top,"top",1,1504,790,2294,2026-04-03T04:34:55.257Z
p27,auditory,experimental,11,map,"map",1,2196,481,2677,2026-04-03T04:34:59.949Z
p27,auditory,experimental,12,bed,"bed",1,2313,511,2823,2026-04-03T04:35:04.787Z
p27,auditory,experimental,13,log,"log",1,1156,1416,2572,2026-04-03T04:35:09.367Z
p27,auditory,experimental,14,fin,"fin",1,2675,909,3583,2026-04-03T04:35:14.962Z
p27,auditory,experimental,15,jam,"jam",1,1127,554,1681,2026-04-03T04:35:18.647Z
p27,auditory,experimental,16,net,"net",1,1557,1117,2674,2026-04-03T04:35:23.336Z
p27,auditory,experimental,17,pin,"pen",0,1311,1015,2326,2026-04-03T04:35:27.670Z
p27,auditory,experimental,18,rug,"run",0,1135,3482,4617,2026-04-03T04:35:34.295Z
p27,auditory,experimental,19,van,"van",1,2028,519,2547,2026-04-03T04:35:38.850Z
p27,auditory,experimental,20,zip,"zip",1,1610,2496,4106,2026-04-03T04:35:44.967Z
