participantId,condition,phase,trialIndex,targetWord,typedWord,accuracy,reactionTimeMs,typingTimeMs,totalTimeMs,timestamp
p04,visual,control,1,cat,"cat",1,2290,381,2671,2026-03-25T15:55:01.455Z
p04,visual,control,2,dog,"dog",1,673,473,1146,2026-03-25T15:55:04.626Z
p04,visual,control,3,run,"run",1,627,422,1049,2026-03-25T15:55:07.679Z
p04,visual,control,4,hat,"hat",1,626,265,891,2026-03-25T15:55:10.586Z
p04,visual,control,5,sun,"sun",1,601,371,972,2026-03-25T15:55:13.568Z
p04,visual,experimental,6,cup,"cup",1,613,1171,1784,2026-03-25T15:55:17.362Z
p04,visual,experimental,7,red,"red",1,603,429,1032,2026-03-25T15:55:20.401Z
p04,visual,experimental,8,box,"box",1,660,364,1024,2026-03-25T15:55:23.433Z
p04,visual,experimental,9,pen,"pen",1,692,440,1131,2026-03-25T15:55:26.573Z
p04,visual,experimental,10,top,"top]",0,648,648,1296,2026-03-25T15:55:29.884Z
p04,visual,experimental,11,map,"map",1,660,448,1108,2026-03-25T15:55:33.001Z
p04,visual,experimental,12,bed,"bed",1,731,347,1078,2026-03-25T15:55:36.088Z
p04,visual,experimental,13,log,"log",1,608,2197,2806,2026-03-25T15:55:40.907Z
p04,visual,experimental,14,fin,"fin",1,790,827,1617,2026-03-25T15:55:44.536Z
p04,visual,experimental,15,jam,"jam",1,781,502,1283,2026-03-25T15:55:47.841Z
p04,visual,experimental,16,net,"net",1,557,402,959,2026-03-25T15:55:50.810Z
p04,visual,experimental,17,pin,"pin",1,658,629,1287,2026-03-25T15:55:54.106Z
p04,visual,experimental,18,rug,"rug",1,639,339,978,2026-03-25T15:55:57.095Z
p04,visual,experimental,19,van,"van",1,773,407,1180,2026-03-25T15:56:00.283Z
p04,visual,experimental,20,zip,"zip",1,927,488,1415,2026-03-25T15:56:03.707Z
