participantId,condition,phase,trialIndex,targetWord,typedWord,accuracy,reactionTimeMs,typingTimeMs,totalTimeMs,timestamp
p04,auditory,control,1,cat,"cat",1,1485,323,1807,2026-03-25T15:57:06.227Z
p04,auditory,control,2,dog,"dog",1,683,366,1049,2026-03-25T15:57:09.287Z
p04,auditory,control,3,run,"run",1,994,359,1354,2026-03-25T15:57:12.646Z
p04,auditory,control,4,hat,"sun",0,11349,526,11875,2026-03-25T15:57:26.536Z
p04,auditory,control,5,sun,"sun",1,1397,387,1784,2026-03-25T15:57:30.329Z
p04,auditory,experimental,6,cup,"cup",1,1056,606,1662,2026-03-25T15:57:34.004Z
p04,auditory,experimental,7,red,"red",1,994,292,1286,2026-03-25T15:57:37.296Z
p04,auditory,experimental,8,box,"box",1,1286,358,1644,2026-03-25T15:57:40.945Z
p04,auditory,experimental,9,pen,"pen",1,4786,398,5184,2026-03-25T15:57:48.140Z
p04,auditory,experimental,10,top,"top",1,1234,4016,5250,2026-03-25T15:57:55.401Z
p04,auditory,experimental,11,map,"map",1,2169,485,2655,2026-03-25T15:58:00.070Z
p04,auditory,experimental,12,bed,"bed",1,3443,546,3989,2026-03-25T15:58:06.065Z
p04,auditory,experimental,13,log,"log",1,1418,384,1803,2026-03-25T15:58:09.881Z
p04,auditory,experimental,14,fin,"fin",1,1159,338,1497,2026-03-25T15:58:13.389Z
p04,auditory,experimental,15,jam,"jam",1,1125,500,1625,2026-03-25T15:58:17.022Z
p04,auditory,experimental,16,net,"net",1,1786,475,2261,2026-03-25T15:58:21.295Z
p04,auditory,experimental,17,pin,"pin",1,1630,470,2100,2026-03-25T15:58:25.406Z
p04,auditory,experimental,18,rug,"rug",1,1089,340,1429,2026-03-25T15:58:28.844Z
p04,auditory,experimental,19,van,"van",1,1197,247,1445,2026-03-25T15:58:32.297Z
p04,auditory,experimental,20,zip,"zip",1,1176,2183,3359,2026-03-25T15:58:37.667Z
