participantId,condition,phase,trialIndex,targetWord,typedWord,accuracy,reactionTimeMs,typingTimeMs,totalTimeMs,timestamp
p09,visual,control,1,cat,"cat",1,895,310,1205,2026-03-26T17:55:26.610Z
p09,visual,control,2,dog,"dog",1,-217,791,574,2026-03-26T17:55:29.188Z
p09,visual,control,3,run,"run",1,629,318,946,2026-03-26T17:55:32.142Z
p09,visual,control,4,hat,"hat",1,627,207,833,2026-03-26T17:55:34.981Z
p09,visual,control,5,sun,"sun",1,540,285,825,2026-03-26T17:55:37.813Z
p09,visual,experimental,6,cup,"cup",1,577,379,956,2026-03-26T17:55:40.779Z
p09,visual,experimental,7,red,"red",1,611,309,921,2026-03-26T17:55:43.715Z
p09,visual,experimental,8,box,"box",1,714,354,1068,2026-03-26T17:55:46.794Z
p09,visual,experimental,9,pen,"pen",1,569,354,922,2026-03-26T17:55:49.726Z
p09,visual,experimental,10,top,"top",1,694,460,1154,2026-03-26T17:55:52.888Z
p09,visual,experimental,11,map,"map",1,569,344,913,2026-03-26T17:55:55.826Z
p09,visual,experimental,12,bed,"bed",1,775,160,935,2026-03-26T17:55:58.779Z
p09,visual,experimental,13,log,"log",1,559,362,921,2026-03-26T17:56:01.705Z
p09,visual,experimental,14,fin,"fin",1,553,297,850,2026-03-26T17:56:04.570Z
p09,visual,experimental,15,jam,"jam",1,547,383,930,2026-03-26T17:56:07.503Z
p09,visual,experimental,16,net,"net",1,553,265,818,2026-03-26T17:56:10.330Z
p09,visual,experimental,17,pin,"pin",1,551,317,867,2026-03-26T17:56:13.212Z
p09,visual,experimental,18,rug,"rug",1,603,283,885,2026-03-26T17:56:16.104Z
p09,visual,experimental,19,van,"van",1,578,305,883,2026-03-26T17:56:19.000Z
p09,visual,experimental,20,zip,"zip",1,747,356,1103,2026-03-26T17:56:22.119Z
