participantId,condition,phase,trialIndex,targetWord,typedWord,accuracy,reactionTimeMs,typingTimeMs,totalTimeMs,timestamp
p20,auditory,control,1,cat,"cat",1,1198,298,1496,2026-04-02T19:43:20.186Z
p20,auditory,control,2,dog,"dog",1,656,252,908,2026-04-02T19:43:23.103Z
p20,auditory,control,3,run,"run",1,851,260,1111,2026-04-02T19:43:26.229Z
p20,auditory,control,4,hat,"pen",0,873,290,1163,2026-04-02T19:43:29.398Z
p20,auditory,control,5,sun,"sun",1,1155,244,1399,2026-04-02T19:43:32.801Z
p20,auditory,experimental,6,cup,"cup",1,1150,279,1429,2026-04-02T19:43:36.236Z
p20,auditory,experimental,7,red,"red",1,1645,269,1913,2026-04-02T19:43:40.166Z
p20,auditory,experimental,8,box,"box",1,1126,275,1401,2026-04-02T19:43:43.585Z
p20,auditory,experimental,9,pen,"pen",1,950,246,1196,2026-04-02T19:43:46.786Z
p20,auditory,experimental,10,top,"top",1,1077,201,1278,2026-04-02T19:43:50.071Z
p20,auditory,experimental,11,map,"map",1,966,268,1234,2026-04-02T19:43:53.323Z
p20,auditory,experimental,12,bed,"bed",1,1985,286,2271,2026-04-02T19:43:57.612Z
p20,auditory,experimental,13,log,"log",1,1329,372,1701,2026-04-02T19:44:01.325Z
p20,auditory,experimental,14,fin,"fin",1,1992,187,2180,2026-04-02T19:44:05.514Z
p20,auditory,experimental,15,jam,"jam",1,1453,254,1707,2026-04-02T19:44:09.233Z
p20,auditory,experimental,16,net,"net",1,1545,225,1770,2026-04-02T19:44:13.010Z
p20,auditory,experimental,17,pin,"pin",1,1961,291,2252,2026-04-02T19:44:17.271Z
p20,auditory,experimental,18,rug,"rug",1,1091,635,1726,2026-04-02T19:44:21.006Z
p20,auditory,experimental,19,van,"van",1,1289,514,1803,2026-04-02T19:44:24.816Z
p20,auditory,experimental,20,zip,"zip",1,1004,216,1220,2026-04-02T19:44:28.042Z
