participantId,condition,phase,trialIndex,targetWord,typedWord,accuracy,reactionTimeMs,typingTimeMs,totalTimeMs,timestamp
p13,visual,control,1,cat,"cat",1,1124,412,1536,2026-04-01T22:20:37.483Z
p13,visual,control,2,dog,"dog",1,1487,280,1766,2026-04-01T22:20:41.264Z
p13,visual,control,3,run,"run",1,1007,362,1369,2026-04-01T22:20:44.642Z
p13,visual,control,4,hat,"ha",0,772,382,1154,2026-04-01T22:20:47.819Z
p13,visual,control,5,sun,"sun",1,690,409,1099,2026-04-01T22:20:50.923Z
p13,visual,experimental,6,cup,"cup",1,1006,489,1495,2026-04-01T22:20:54.426Z
p13,visual,experimental,7,red,"red",1,809,327,1136,2026-04-01T22:20:57.568Z
p13,visual,experimental,8,box,"box",1,674,449,1122,2026-04-01T22:21:00.696Z
p13,visual,experimental,9,pen,"pen",1,708,328,1036,2026-04-01T22:21:03.741Z
p13,visual,experimental,10,top,"top",1,1139,326,1465,2026-04-01T22:21:07.216Z
p13,visual,experimental,11,map,"map",1,697,352,1050,2026-04-01T22:21:10.274Z
p13,visual,experimental,12,bed,"bed",1,702,303,1005,2026-04-01T22:21:13.285Z
p13,visual,experimental,13,log,"log",1,710,365,1075,2026-04-01T22:21:16.372Z
p13,visual,experimental,14,fin,"fin",1,673,299,973,2026-04-01T22:21:19.352Z
p13,visual,experimental,15,jam,"jam",1,661,286,947,2026-04-01T22:21:22.319Z
p13,visual,experimental,16,net,"net",1,631,368,998,2026-04-01T22:21:25.334Z
p13,visual,experimental,17,pin,"pin",1,668,405,1072,2026-04-01T22:21:28.410Z
p13,visual,experimental,18,rug,"rug",1,780,371,1151,2026-04-01T22:21:31.567Z
p13,visual,experimental,19,van,"van",1,811,677,1487,2026-04-01T22:21:35.066Z
p13,visual,experimental,20,zip,"zip",1,891,429,1320,2026-04-01T22:21:38.399Z
