participantId,condition,phase,trialIndex,targetWord,typedWord,accuracy,reactionTimeMs,typingTimeMs,totalTimeMs,timestamp
p10,visual,control,1,cat,"cat",1,1245,935,2181,2026-03-26T23:29:04.313Z
p10,visual,control,2,dog,"dog",1,1145,317,1462,2026-03-26T23:29:07.783Z
p10,visual,control,3,run,"run",1,729,414,1143,2026-03-26T23:29:10.938Z
p10,visual,control,4,hat,"hat",1,765,522,1287,2026-03-26T23:29:14.235Z
p10,visual,control,5,sun,"sun",1,669,420,1089,2026-03-26T23:29:17.332Z
p10,visual,experimental,6,cup,"cup",1,748,435,1183,2026-03-26T23:29:20.527Z
p10,visual,experimental,7,red,"red",1,665,339,1004,2026-03-26T23:29:23.540Z
p10,visual,experimental,8,box,"box",1,722,341,1063,2026-03-26T23:29:26.614Z
p10,visual,experimental,9,pen,"pen",1,623,295,918,2026-03-26T23:29:29.537Z
p10,visual,experimental,10,top,"top",1,725,323,1048,2026-03-26T23:29:32.600Z
p10,visual,experimental,11,map,"map",1,660,270,930,2026-03-26T23:29:35.540Z
p10,visual,experimental,12,bed,"bed",1,824,114,937,2026-03-26T23:29:38.489Z
p10,visual,experimental,13,log,"log",1,665,330,995,2026-03-26T23:29:41.496Z
p10,visual,experimental,14,fin,"fin",1,667,337,1004,2026-03-26T23:29:44.513Z
p10,visual,experimental,15,jam,"jam",1,925,295,1221,2026-03-26T23:29:47.746Z
p10,visual,experimental,16,net,"net",1,651,348,999,2026-03-26T23:29:50.758Z
p10,visual,experimental,17,pin,"pin",1,678,520,1197,2026-03-26T23:29:53.966Z
p10,visual,experimental,18,rug,"rug",1,688,458,1145,2026-03-26T23:29:57.123Z
p10,visual,experimental,19,van,"van",1,815,1343,2158,2026-03-26T23:30:01.288Z
p10,visual,experimental,20,zip,"zip",1,971,453,1424,2026-03-26T23:30:04.724Z
